user_id_1,user_id_2,group,is_match
295,422,0,0
455,18,1,0
422,414,0,0
277,400,1,0
25,176,1,0
646,448,0,0
130,242,1,0
391,963,1,1
349,44,0,0
989,45,0,0
418,174,1,1
345,449,1,0
340,431,1,1
469,453,0,0
94,192,1,0
475,473,1,1
963,843,1,0
357,123,1,0
851,451,1,1
12,709,0,0
298,321,1,0
425,616,0,0
611,153,1,1
902,785,1,0
368,698,1,0
699,222,1,0
603,821,1,1
588,5,1,0
489,487,0,0
510,992,1,0
408,594,0,0
461,616,0,0
788,238,1,0
755,295,0,0
125,668,1,0
997,497,0,0
41,838,1,0
196,729,1,1
293,714,0,1
342,124,1,1
53,884,1,0
839,191,0,0
726,405,1,0
209,454,1,0
964,606,1,0
640,753,0,0
372,563,1,0
147,200,1,0
545,341,0,0
196,485,1,0
916,678,0,0
864,283,1,1
827,482,1,0
179,253,1,1
651,740,1,0
150,432,0,1
684,441,0,0
250,820,0,0
515,192,1,1
643,977,1,0
567,637,1,0
927,177,1,1
808,709,0,0
646,615,0,0
928,794,1,0
915,840,1,0
798,590,1,0
77,568,0,1
304,532,1,1
39,968,0,0
608,286,1,0
947,453,0,0
514,119,1,0
803,367,0,0
327,196,1,1
276,480,1,0
128,92,0,1
35,856,0,0
104,671,0,0
889,903,0,0
861,177,1,1
977,260,1,1
120,49,0,0
172,555,1,0
469,250,0,1
675,92,0,0
260,899,1,1
931,244,1,1
858,276,1,0
320,302,1,0
670,722,1,1
966,580,1,0
508,272,1,0
622,988,0,0
192,431,1,0
331,757,1,0
569,875,0,1
653,455,1,1
776,572,1,1
91,953,1,1
148,257,1,1
453,556,0,0
501,588,1,0
584,193,1,0
142,931,1,0
196,342,1,0
739,161,0,1
628,30,0,0
167,169,1,1
74,439,1,0
298,419,1,0
1000,323,1,1
103,964,1,0
839,887,0,0
405,643,1,1
793,852,1,0
623,949,1,0
372,26,1,1
688,425,0,0
726,885,1,0
15,36,0,0
997,994,0,1
162,108,0,0
599,884,1,0
396,9,1,0
135,312,1,1
178,351,1,0
894,112,1,0
77,860,0,0
135,836,1,1
463,151,1,1
150,384,0,1
576,614,0,0
770,976,1,1
89,800,0,0
414,160,0,0
303,322,0,0
50,947,0,0
300,264,1,0
971,762,0,0
901,790,0,0
612,123,1,1
361,158,1,0
81,971,0,0
974,955,0,1
470,226,0,0
729,657,1,0
773,38,1,0
370,656,0,0
157,814,1,0
565,261,0,0
936,60,0,0
998,869,1,1
607,562,1,1
832,984,0,0
880,310,1,0
697,683,0,0
346,550,0,0
247,228,0,1
682,262,1,1
639,680,1,1
579,256,1,0
374,531,0,0
748,924,1,1
70,381,0,0
491,70,0,0
400,726,1,0
519,602,1,0
452,462,1,1
185,435,1,0
421,140,1,0
150,789,0,0
766,783,0,0
345,572,1,0
763,634,0,1
785,90,1,0
958,278,1,1
585,456,1,1
671,285,0,1
937,964,1,1
884,207,1,0
940,812,1,0
512,932,1,1
301,87,0,0
140,323,1,0
419,193,1,1
587,179,1,0
673,748,1,0
936,959,0,0
669,118,0,0
879,206,1,0
193,135,1,0
135,124,1,1
384,959,0,0
146,460,1,1
702,912,0,0
536,15,0,0
773,140,1,1
929,130,1,1
164,423,0,0
377,997,0,0
615,616,0,0
467,416,1,0
509,485,1,0
28,654,1,1
133,729,1,1
167,319,1,1
435,292,1,0
735,734,1,1
387,114,1,1
90,337,1,0
960,872,1,0
428,258,1,0
713,447,1,1
715,194,0,0
450,387,1,0
405,592,1,0
186,882,1,0
289,771,1,1
5,330,1,1
893,741,0,0
949,624,1,0
458,707,0,1
585,234,1,1
51,241,0,0
972,193,1,0
900,64,0,0
751,163,1,0
746,402,0,0
845,110,0,0
220,854,1,0
819,485,1,0
145,397,0,0
362,348,0,0
35,874,0,0
103,585,1,0
19,848,0,0
138,484,1,0
617,716,1,1
743,688,0,0
244,673,1,1
642,752,1,0
653,587,1,1
271,301,0,0
293,609,0,0
621,893,0,0
344,222,1,0
120,781,0,1
908,207,1,0
316,654,1,0
243,558,0,1
960,834,1,1
68,526,1,0
126,654,1,0
292,28,1,0
719,254,1,0
381,513,0,0
533,35,0,0
307,32,1,0
738,224,0,0
535,246,0,0
812,126,1,0
99,187,1,0
132,980,0,0
936,565,0,0
928,142,1,0
148,376,1,0
680,123,1,0
664,103,1,0
213,510,1,1
243,329,0,1
474,108,0,1
140,431,1,0
375,446,0,1
432,343,0,0
89,790,0,0
197,511,0,1
492,754,1,1
416,400,1,0
485,685,1,0
256,771,1,0
586,109,1,0
787,7,1,0
842,325,1,1
28,359,1,0
446,796,0,0
761,350,0,1
383,911,1,1
225,770,1,1
547,49,0,0
457,378,0,0
958,964,1,0
802,23,0,1
899,559,1,0
873,357,1,1
94,443,1,0
416,7,1,1
54,960,1,0
752,654,1,1
231,474,0,0
830,420,0,0
955,471,0,0
401,673,1,1
528,376,1,0
766,129,0,0
239,996,0,0
360,239,0,0
186,225,1,0
51,948,0,0
469,197,0,0
416,698,1,0
849,509,1,0
680,148,1,0
574,297,1,1
725,337,1,0
447,896,1,0
95,300,1,1
618,718,1,0
893,241,0,0
842,253,1,0
742,176,1,1
26,485,1,0
578,829,0,1
129,21,0,0
476,217,0,0
28,585,1,0
443,774,1,0
649,28,1,1
482,152,1,0
24,480,1,0
482,53,1,0
925,691,1,1
299,774,1,0
374,81,0,0
38,238,1,1
49,808,0,0
376,320,1,1
675,348,0,0
194,281,0,0
219,704,1,1
742,138,1,1
277,222,1,0
584,345,1,0
31,957,1,0
364,6,1,1
561,943,0,1
400,454,1,0
910,901,0,0
566,573,0,0
183,625,0,1
561,868,0,1
854,953,1,0
238,186,1,1
421,229,1,0
647,34,1,0
222,641,1,1
725,748,1,0
684,411,0,0
224,792,0,0
668,514,1,0
607,94,1,0
964,415,1,1
446,301,0,0
577,329,0,0
357,934,1,1
879,603,1,0
346,789,0,0
286,851,1,0
17,341,0,0
842,410,1,1
298,140,1,0
955,499,0,1
28,736,1,1
894,309,1,1
940,460,1,1
727,625,0,1
108,805,0,0
863,906,1,1
835,966,1,0
707,44,0,1
55,331,1,1
859,116,0,0
99,444,1,0
319,867,1,0
234,964,1,0
486,113,1,1
716,485,1,1
28,602,1,0
294,851,1,0
539,264,1,0
825,968,0,0
542,345,1,1
99,47,1,0
283,232,1,0
142,75,1,1
164,622,0,0
864,588,1,0
261,489,0,0
670,869,1,0
318,869,1,1
484,153,1,1
342,919,1,0
194,57,0,0
958,444,1,0
867,812,1,0
450,708,1,0
349,252,0,0
587,37,1,0
777,53,1,1
370,989,0,1
992,428,1,1
133,736,1,0
776,960,1,0
18,342,1,0
855,182,1,0
521,424,0,0
163,735,1,1
956,148,1,1
351,976,1,1
598,847,1,1
891,986,0,0
86,990,0,0
562,333,1,0
683,768,0,0
261,414,0,0
133,135,1,1
956,966,1,0
209,174,1,1
456,242,1,1
579,598,1,1
913,940,1,1
568,285,0,0
134,193,1,1
855,187,1,0
93,569,0,1
288,62,0,0
133,447,1,0
817,947,0,1
465,630,1,1
457,817,0,0
470,403,0,1
68,151,1,0
199,655,0,0
334,135,1,1
185,732,1,0
863,704,1,0
693,715,0,1
371,983,0,0
866,276,1,1
393,542,1,0
304,486,1,1
827,449,1,0
841,364,1,1
443,79,1,1
44,564,0,0
812,767,1,0
186,365,1,0
401,760,1,0
311,478,1,1
454,495,1,1
318,555,1,1
527,337,1,0
329,569,0,0
785,345,1,0
376,637,1,1
273,120,0,0
262,463,1,0
20,194,0,0
344,330,1,1
584,456,1,0
279,116,0,0
202,218,0,0
337,993,1,1
356,606,1,1
482,334,1,1
637,134,1,0
746,551,0,0
361,11,1,1
617,456,1,1
261,369,0,0
26,823,1,1
151,782,1,0
418,1,1,0
800,491,0,0
957,841,1,0
398,600,0,0
296,94,1,0
171,828,1,0
175,286,1,0
397,367,0,0
701,453,0,0
396,309,1,1
51,817,0,1
91,657,1,1
284,267,1,1
546,879,1,1
236,495,1,0
85,216,0,0
764,455,1,0
150,817,0,0
532,510,1,0
679,324,0,0
787,744,1,0
832,360,0,0
239,652,0,0
86,85,0,1
569,830,0,0
118,695,0,0
207,146,1,0
334,253,1,0
153,552,1,1
241,44,0,0
712,802,0,0
909,688,0,0
662,707,0,0
839,399,0,0
818,748,1,0
752,361,1,1
495,501,1,1
833,852,1,0
504,19,0,0
261,990,0,0
385,416,1,0
376,725,1,0
660,83,1,1
617,779,1,0
520,165,1,1
643,168,1,0
265,681,1,0
643,257,1,0
319,834,1,0
242,828,1,0
220,814,1,1
350,936,0,0
883,950,0,0
963,756,1,1
914,297,1,0
265,572,1,1
501,930,1,1
45,690,0,0
788,680,1,0
435,557,1,1
843,670,1,1
302,651,1,0
843,962,1,1
529,374,0,0
203,205,0,0
403,129,0,0
258,209,1,0
269,805,0,0
497,23,0,0
302,319,1,1
302,793,1,0
482,165,1,1
456,91,1,1
622,697,0,1
421,821,1,1
884,590,1,1
714,110,0,1
935,596,0,0
265,838,1,0
482,871,1,0
348,453,0,0
537,353,1,1
223,943,0,0
817,974,0,0
847,840,1,0
924,220,1,1
846,431,1,0
166,308,0,0
583,401,1,1
97,805,0,0
932,186,1,0
939,897,0,0
48,639,1,1
433,508,1,0
605,771,1,1
289,716,1,0
532,144,1,0
183,753,0,0
367,70,0,0
991,366,0,1
897,246,0,0
673,278,1,0
183,822,0,0
16,206,1,1
294,941,1,0
220,467,1,1
201,384,0,0
566,875,0,1
525,538,0,0
68,953,1,0
637,210,1,1
393,549,1,0
528,6,1,0
670,283,1,0
53,357,1,0
110,341,0,0
128,517,0,0
318,977,1,1
540,134,1,0
758,751,1,0
973,442,0,0
120,761,0,0
505,72,0,1
256,351,1,0
23,461,0,0
352,926,0,0
962,289,1,1
54,347,1,0
318,426,1,0
297,242,1,0
687,588,1,0
235,543,1,1
781,39,0,0
782,571,1,1
636,648,0,0
890,842,1,1
768,610,0,0
839,434,0,0
857,514,1,0
816,372,1,0
239,407,0,1
812,853,1,1
791,708,1,0
226,620,0,0
819,771,1,1
543,234,1,0
842,779,1,0
160,199,0,0
475,299,1,0
423,271,0,1
955,382,0,0
599,91,1,0
51,263,0,0
522,398,0,0
707,715,0,0
849,723,1,0
156,800,0,0
428,879,1,0
684,414,0,0
813,752,1,0
605,144,1,0
458,62,0,0
361,450,1,1
510,31,1,0
479,445,1,1
908,639,1,0
821,185,1,1
813,207,1,1
372,885,1,0
238,34,1,0
384,117,0,0
884,643,1,0
864,770,1,1
942,660,1,0
325,225,1,1
29,298,1,1
479,698,1,0
174,392,1,0
527,548,1,1
275,643,1,0
282,328,0,0
789,358,0,0
807,342,1,1
723,651,1,1
243,684,0,0
265,478,1,1
883,984,0,1
523,10,0,0
548,771,1,0
933,800,0,0
265,289,1,1
563,757,1,0
510,238,1,1
501,976,1,0
917,479,1,1
217,448,0,1
222,794,1,0
326,121,1,0
305,652,0,1
868,313,0,0
260,668,1,1
681,567,1,1
528,207,1,0
697,529,0,0
105,890,1,1
964,234,1,1
947,205,0,1
242,475,1,0
880,152,1,0
336,586,1,0
816,540,1,1
698,798,1,0
693,545,0,0
665,822,0,1
115,953,1,1
532,585,1,0
702,636,0,0
475,699,1,0
319,787,1,0
902,914,1,0
103,537,1,1
147,179,1,0
115,242,1,1
105,658,1,1
769,803,0,0
560,885,1,0
484,850,1,1
974,324,0,1
699,956,1,0
567,735,1,0
418,410,1,1
690,301,0,0
475,929,1,1
936,315,0,1
147,25,1,0
571,528,1,0
454,863,1,0
367,737,0,0
664,275,1,0
530,726,1,0
450,340,1,1
803,127,0,1
956,528,1,0
187,501,1,1
701,10,0,0
34,861,1,1
55,286,1,1
776,774,1,1
416,794,1,1
124,835,1,1
293,136,0,0
854,396,1,0
176,975,1,0
258,318,1,0
579,68,1,1
265,520,1,1
973,595,0,1
352,922,0,1
439,827,1,1
911,548,1,1
368,676,1,1
830,994,0,0
39,933,0,0
52,869,1,1
656,697,0,0
118,994,0,0
865,810,1,1
464,658,1,1
767,764,1,1
838,144,1,1
864,404,1,1
658,318,1,1
504,522,0,0
821,178,1,0
527,320,1,0
348,88,0,0
588,91,1,0
532,209,1,1
976,526,1,1
368,312,1,1
9,818,1,1
592,774,1,0
953,485,1,1
439,542,1,0
186,924,1,0
371,329,0,1
137,895,0,0
138,838,1,0
48,682,1,1
162,695,0,0
786,231,0,1
397,72,0,0
792,183,0,1
437,990,0,0
339,726,1,0
507,935,0,1
732,213,1,1
300,68,1,0
404,455,1,0
471,381,0,1
688,56,0,0
833,101,1,1
675,702,0,0
949,647,1,1
126,919,1,1
733,416,1,1
428,698,1,1
545,790,0,0
688,224,0,1
317,294,1,1
132,799,0,0
972,53,1,1
989,755,0,0
53,333,1,1
471,341,0,0
91,294,1,0
381,504,0,0
564,973,0,1
333,682,1,0
205,88,0,0
392,464,1,1
479,58,1,1
303,759,0,0
431,861,1,0
727,808,0,0
221,741,0,0
61,787,1,0
814,876,1,0
8,747,1,1
31,262,1,0
644,314,1,1
990,189,0,0
538,620,0,0
840,7,1,1
256,816,1,1
876,485,1,0
664,302,1,1
805,973,0,1
563,144,1,1
565,86,0,0
595,989,0,0
687,843,1,1
449,849,1,0
295,214,0,0
228,432,0,0
412,471,0,1
988,216,0,0
467,723,1,0
460,229,1,0
112,426,1,0
714,324,0,0
449,657,1,0
55,562,1,0
182,331,1,0
290,955,0,0
222,735,1,0
817,80,0,0
530,455,1,0
386,399,0,0
94,843,1,1
518,636,0,0
925,316,1,0
617,978,1,0
891,62,0,0
700,959,0,1
101,836,1,0
340,152,1,0
34,966,1,1
520,179,1,0
340,787,1,1
880,630,1,0
330,447,1,0
33,78,0,0
220,785,1,0
807,552,1,0
247,892,0,0
768,496,0,0
41,862,1,0
37,752,1,0
767,724,1,1
347,779,1,0
238,542,1,1
944,476,0,0
953,660,1,0
328,279,0,0
493,718,1,1
578,910,0,1
55,850,1,1
450,515,1,1
133,126,1,0
6,342,1,1
158,851,1,0
985,949,1,1
682,977,1,1
583,567,1,1
261,550,0,0
183,481,0,0
230,5,1,0
310,515,1,0
28,682,1,1
642,552,1,0
475,380,1,1
931,357,1,0
216,214,0,0
852,95,1,1
828,292,1,0
443,294,1,0
334,543,1,0
522,403,0,0
522,366,0,0
32,555,1,0
848,271,0,0
370,568,0,0
172,475,1,1
19,247,0,0
687,606,1,1
679,39,0,1
863,123,1,1
631,926,0,0
234,752,1,0
584,760,1,1
896,9,1,0
399,381,0,0
955,783,0,0
359,454,1,1
810,908,1,0
660,326,1,0
815,166,0,0
302,167,1,1
670,144,1,1
562,876,1,1
920,40,0,0
103,630,1,1
977,316,1,1
130,296,1,1
641,242,1,0
267,633,1,0
331,405,1,0
643,894,1,1
574,847,1,1
745,461,0,0
616,970,0,0
1,585,1,0
319,508,1,0
828,182,1,0
34,698,1,1
195,955,0,1
925,333,1,0
28,637,1,0
908,670,1,0
779,510,1,0
657,140,1,0
229,334,1,1
285,511,0,1
858,121,1,0
38,187,1,1
782,54,1,1
480,193,1,1
564,290,0,0
661,721,0,0
885,653,1,1
834,376,1,0
68,543,1,0
855,463,1,0
770,602,1,0
777,776,1,1
822,279,0,0
699,447,1,1
106,680,1,1
276,53,1,0
162,877,0,1
949,242,1,0
757,587,1,0
314,210,1,0
593,240,0,0
617,708,1,1
987,682,1,1
869,734,1,0
776,3,1,0
11,854,1,0
386,477,0,0
233,513,0,0
574,723,1,0
611,687,1,1
425,208,0,0
559,770,1,0
987,809,1,1
681,981,1,0
118,250,0,1
694,581,0,0
8,451,1,0
585,123,1,1
398,17,0,0
339,450,1,0
928,210,1,1
315,669,0,0
520,185,1,1
426,770,1,0
402,792,0,1
837,285,0,1
28,298,1,1
525,360,0,0
726,806,1,1
442,614,0,0
909,50,0,0
290,780,0,0
146,764,1,1
101,169,1,1
488,222,1,1
240,775,0,0
653,106,1,1
723,850,1,1
821,819,1,0
964,872,1,0
160,800,0,1
800,870,0,0
518,920,0,0
391,998,1,0
702,36,0,0
543,147,1,0
713,1000,1,1
146,838,1,0
105,342,1,1
589,543,1,1
294,421,1,0
519,779,1,1
532,638,1,1
339,29,1,0
681,827,1,1
249,114,1,1
846,686,1,0
623,41,1,1
318,733,1,0
8,74,1,0
99,806,1,0
673,607,1,1
942,392,1,0
818,277,1,0
843,486,1,0
138,198,1,0
380,13,1,1
9,810,1,1
541,344,1,0
24,253,1,0
415,485,1,0
362,446,0,1
518,625,0,0
583,101,1,0
681,318,1,0
719,187,1,0
153,583,1,0
890,479,1,0
278,864,1,0
583,29,1,0
578,10,0,0
108,556,0,0
166,900,0,0
134,914,1,0
567,687,1,1
768,700,0,0
931,555,1,1
869,142,1,0
548,449,1,1
840,931,1,1
644,299,1,0
460,230,1,0
897,904,0,0
705,471,0,0
535,702,0,0
992,480,1,0
392,575,1,1
103,670,1,0
508,838,1,1
658,473,1,0
841,174,1,1
344,670,1,0
866,524,1,1
465,140,1,1
723,658,1,0
987,736,1,1
131,526,1,1
844,206,1,0
689,451,1,0
222,928,1,1
645,746,0,0
557,806,1,0
8,975,1,1
882,618,1,0
255,363,0,1
391,562,1,0
807,782,1,0
902,681,1,0
480,854,1,0
442,45,0,1
211,98,0,1
978,106,1,1
954,538,0,0
733,387,1,1
756,319,1,1
276,318,1,0
83,821,1,0
794,528,1,0
82,142,1,1
217,367,0,1
728,56,0,1
400,884,1,0
632,671,0,0
316,931,1,1
640,72,0,1
563,618,1,0
657,333,1,0
35,64,0,0
960,479,1,1
120,634,0,0
344,396,1,0
972,630,1,1
941,623,1,1
492,393,1,1
286,495,1,0
687,960,1,0
229,834,1,0
929,509,1,1
638,410,1,0
18,928,1,1
961,43,0,0
335,566,0,0
918,158,1,1
635,413,0,0
729,244,1,0
522,377,0,0
906,5,1,1
147,664,1,1
877,166,0,0
864,730,1,0
398,403,0,0
813,449,1,1
687,937,1,1
511,315,0,0
895,166,0,0
338,459,0,1
47,557,1,0
374,10,0,0
666,120,0,0
5,579,1,1
803,720,0,0
38,777,1,1
993,1000,1,0
895,558,0,1
774,919,1,0
770,318,1,0
209,698,1,0
555,409,1,1
599,294,1,1
743,859,0,0
558,159,0,0
914,527,1,0
572,794,1,0
374,203,0,0
396,25,1,1
914,557,1,0
400,146,1,1
836,103,1,0
813,732,1,0
521,825,0,0
471,40,0,0
339,265,1,0
451,657,1,1
583,488,1,0
572,333,1,0
683,472,0,0
786,483,0,0
264,283,1,1
18,641,1,0
9,284,1,1
590,914,1,0
811,379,0,1
382,162,0,0
486,311,1,0
823,54,1,0
816,680,1,1
324,497,0,0
140,572,1,0
605,528,1,0
222,393,1,0
925,410,1,0
873,985,1,0
82,806,1,0
218,621,0,0
452,708,1,1
474,215,0,0
988,19,0,0
567,833,1,1
893,995,0,1
616,132,0,0
446,374,0,1
744,960,1,1
326,657,1,0
32,730,1,1
790,994,0,0
272,264,1,0
816,779,1,1
354,145,0,0
934,557,1,0
821,847,1,0
933,700,0,0
457,554,0,0
865,937,1,0
175,312,1,0
738,295,0,0
300,732,1,1
278,133,1,0
832,80,0,1
972,911,1,0
227,837,0,0
639,966,1,0
599,336,1,0
257,862,1,0
760,857,1,0
284,275,1,0
158,146,1,0
157,90,1,1
507,466,0,0
527,316,1,1
9,142,1,1
572,562,1,0
843,787,1,0
187,264,1,0
255,411,0,0
236,253,1,0
224,755,0,0
752,913,1,1
186,331,1,0
739,137,0,0
532,300,1,1
819,133,1,1
968,322,0,0
585,838,1,1
311,309,1,0
857,198,1,1
31,911,1,0
524,654,1,0
478,333,1,1
409,911,1,0
417,201,0,1
14,632,0,0
539,289,1,0
124,314,1,1
585,277,1,0
111,990,0,0
144,152,1,0
860,830,0,1
747,633,1,1
6,325,1,0
252,904,0,0
385,882,1,0
354,458,0,0
935,440,0,0
121,719,1,0
785,972,1,1
762,255,0,0
827,549,1,1
277,880,1,0
511,78,0,0
109,592,1,0
354,781,0,0
90,230,1,1
474,436,0,0
753,829,0,0
606,501,1,0
574,941,1,0
387,380,1,0
400,744,1,0
857,668,1,0
221,581,0,0
405,444,1,1
302,857,1,1
49,199,0,0
755,955,0,0
2,911,1,0
632,313,0,0
774,773,1,0
585,158,1,0
861,190,1,0
403,667,0,0
275,465,1,0
639,380,1,0
776,734,1,0
174,979,1,1
728,710,0,0
919,836,1,0
153,115,1,0
466,531,0,1
479,444,1,0
970,373,0,0
233,887,0,0
929,29,1,1
414,4,0,0
739,100,0,0
598,748,1,0
758,732,1,1
74,365,1,0
611,206,1,0
534,965,0,0
953,38,1,0
224,645,0,0
165,539,1,0
301,263,0,0
170,238,1,0
443,660,1,0
734,940,1,1
842,2,1,1
480,548,1,1
589,256,1,0
917,198,1,0
193,74,1,1
160,933,0,0
317,818,1,1
810,764,1,1
